FixID,Fixation X,Fixation Y,Fixation Start,Fixation End,Fixation Duration,Fixation Dispersion,element,tabName,questionID,participantID,file
278,607.0833,114.625,1008636.9825,1008786.9665,149.984,0.2523,option-answer-for-questionID_2_option_No,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
279,568.1917,96.5856,1008803.635,1009336.905,533.27,0.3113,answer_area_for_questionID_2,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
280,521.9634,87.5225,1009353.61,1009836.895,483.285,0.3229,option-answer-for-questionID_2_option_Yes,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
281,577.6243,94.1081,1009861.9065,1010111.804,249.8975,0.2213,option-answer-for-questionID_2_option_No,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
282,619.631,94.6548,1010128.4685,1010303.463,174.9945,0.1417,option-answer-for-questionID_2_option_No,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
283,639.2874,64.4646,1010320.1115,1010553.4195,233.308,0.3197,title-for-questionID_2,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
284,706.1095,59.9615,1010578.432,1012261.56,1683.128,0.3222,title-for-questionID_2,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
285,730.5536,60.375,1012269.891,1012503.2205,233.3295,0.1498,title-for-questionID_2,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
286,753.3393,57.1289,1012511.544,1012786.5165,274.9725,0.2655,title-for-questionID_2,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
287,799.4356,48.253,1012911.501,1012994.809,83.308,0.3593,title-for-questionID_2,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
288,814.3548,64.5263,1013019.84,1013428.1165,408.2765,0.2931,title-for-questionID_2,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
289,874.7608,72.7717,1013469.786,1014253.0615,783.2755,0.2463,title-for-questionID_2,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
290,899.3379,67.978,1014261.3775,1014652.954,391.5765,0.3412,title-for-questionID_2,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
291,955.5619,69.3814,1014686.3135,1015027.9125,341.599,0.2512,title-for-questionID_2,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
292,977,83.8947,1015069.586,1015227.919,158.333,0.2168,answer_area_for_questionID_2,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
293,1006.2826,66.7826,1015244.568,1015436.209,191.641,0.2228,title-for-questionID_2,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
294,1009.5476,44.2143,1015444.5335,1015619.539,175.0055,0.1304,title-for-questionID_2,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
295,1061.229,52.0167,1015644.5075,1015844.518,200.0105,0.2831,title-for-questionID_2,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
296,1091.1184,47.9868,1015877.8245,1016194.4755,316.651,0.1798,title-for-questionID_2,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
297,1086.8099,1.8178,1016202.806,1016286.1135,83.3075,0.2075,title-for-questionID_2,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
298,1121.5005,56.6125,1016394.4705,1016719.414,324.9435,0.3173,title-for-questionID_2,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
299,1155.4572,60.8788,1016744.398,1017294.3465,549.9485,0.2527,title-for-questionID_2,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
300,1193.875,57.6875,1017311.0515,1017511.0165,199.965,0.18,title-for-questionID_2,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
301,627.0667,106.1083,1017602.67,1017852.594,249.924,0.314,option-answer-for-questionID_2_option_No,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
302,578.8601,114.8552,1017885.991,1018010.9235,124.9325,0.2364,option-answer-for-questionID_2_option_No,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
303,754.6138,686.7424,1018227.606,1018294.2365,66.6305,0.5955,Participant_1raegj2,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
304,1092.3571,91.9286,1018369.224,1018485.8825,116.6585,0.3578,answer_area_for_questionID_2,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
305,1129.6184,38.3947,1018494.2075,1018652.515,158.3075,0.2241,,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
306,1169.7258,52.4516,1018669.2195,1018927.472,258.2525,0.1937,title-for-questionID_2,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
307,514.405,648.9895,1019252.523,1019335.77,83.247,0.4141,Gateway_1ff9ehm,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
308,328.0184,633.0094,1019427.453,1019727.4445,299.9915,0.3282,p_1_gatherdata.bpmn,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
309,335.1731,242.6154,1019827.426,1019935.711,108.285,0.1756,,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
310,595.8652,112.407,1019985.702,1020277.3155,291.6135,0.2866,option-answer-for-questionID_2_option_No,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
311,322.2778,571.5,1020502.3035,1020577.3095,75.006,0.1743,Participant_1raegj2,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
312,332.5994,592.7644,1020660.6215,1020960.604,299.9825,0.2645,p_1_gatherdata.bpmn,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
313,911.0237,595.4666,1021035.5635,1021227.223,191.6595,0.2798,Participant_1raegj2,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
314,986.8938,599.3615,1021318.866,1021718.8425,399.9765,0.4484,p_5_submittolandregistry.bpmn,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
315,416.8778,629.1405,1021910.48,1022118.802,208.322,0.4926,p_2_generatedocument.bpmn,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
316,326.4455,614.6519,1022143.784,1023693.6435,1549.8595,0.3519,p_1_gatherdata.bpmn,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
317,603.0965,591.3807,1023785.26,1024026.9065,241.6465,0.3593,Participant_1raegj2,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
318,785.0965,611.705,1024093.567,1024168.557,74.99,0.397,p_4_certifydocuments.bpmn,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
319,802.8331,622.4577,1024176.9045,1024285.194,108.2895,0.2473,p_4_certifydocuments.bpmn,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
320,360.5278,621.6111,1024410.2365,1024601.84,191.6035,0.2428,p_1_gatherdata.bpmn,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
321,322.0293,617.9844,1024635.172,1025001.8175,366.6455,0.267,p_1_gatherdata.bpmn,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
322,388.2974,599.1286,1025168.442,1025501.7545,333.3125,0.4386,Participant_1raegj2,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
323,328.1457,606.1217,1025735.061,1026618.2685,883.2075,0.4228,p_1_gatherdata.bpmn,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
324,737.4307,633.3366,1026893.251,1027076.5465,183.2955,0.3862,Participant_1raegj2,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
325,846.0258,643.5717,1027159.883,1027326.5755,166.6925,0.6175,p_4_certifydocuments.bpmn,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
326,329.0621,611.8853,1027468.2075,1029742.9805,2274.773,0.3799,p_1_gatherdata.bpmn,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
327,240.7832,192.8274,1029801.2575,1030184.5415,383.284,0.2358,tab-link-to_p_1_gatherdata.bpmn,p_1_gatherdata.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
328,352.3746,186.1374,1030217.882,1030701.134,483.252,0.2952,tab-link-to_p_1_gatherdata.bpmn,p_1_gatherdata.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
329,293.5552,204.4485,1030734.493,1030926.139,191.646,0.3791,,p_1_gatherdata.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
330,450.3686,527.68,1031051.1075,1031276.085,224.9775,0.2867,p_1_1_fetchandvalidateonlinedata.bpmn,p_1_gatherdata.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
331,354.8345,163.3558,1031334.411,1031567.755,233.344,0.2767,,p_1_gatherdata.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
332,326.7589,188.6429,1031576.1175,1031809.366,233.2485,0.2321,tab-link-to_p_1_gatherdata.bpmn,p_1_gatherdata.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
333,520.3368,503.5637,1031892.6795,1032042.6515,149.972,0.3254,Participant_0w0g384,p_1_gatherdata.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
334,474.3477,500.0101,1032059.3605,1032617.5975,558.237,0.3551,p_1_1_fetchandvalidateonlinedata.bpmn,p_1_gatherdata.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
335,967.412,519.4493,1032834.2655,1033067.5315,233.266,0.3613,p_1_2_movemortgagetomaindepot.bpmn,p_1_gatherdata.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
336,812.3804,31.0761,1033134.222,1033325.866,191.644,0.1877,,p_1_gatherdata.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
337,599.761,61.7915,1033359.167,1033800.8345,441.6675,0.2346,title-for-questionID_2,p_1_gatherdata.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
338,661.175,58.4,1033825.7775,1033992.454,166.6765,0.1697,title-for-questionID_2,p_1_gatherdata.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
339,726.0702,62.8999,1034009.134,1034242.4265,233.2925,0.2458,title-for-questionID_2,p_1_gatherdata.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
340,776.4305,54.6426,1034275.7575,1034459.0755,183.318,0.3401,title-for-questionID_2,p_1_gatherdata.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
341,976.0423,429.5991,1034575.701,1034734.011,158.31,0.2633,Collaboration_072ej3q,p_1_gatherdata.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
342,980.4868,493.4049,1034800.668,1034992.3125,191.6445,0.378,p_1_2_movemortgagetomaindepot.bpmn,p_1_gatherdata.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
343,881.2861,481.2145,1035017.3265,1035125.645,108.3185,0.1406,Participant_0w0g384,p_1_gatherdata.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
344,851.7642,463.1749,1035184.0185,1035375.6445,191.626,0.5094,Collaboration_072ej3q,p_1_gatherdata.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
345,931.2535,496.9382,1035450.594,1035675.569,224.975,0.3102,p_1_2_movemortgagetomaindepot.bpmn,p_1_gatherdata.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
346,984.0691,501.7874,1035717.261,1035825.583,108.322,0.3631,p_1_2_movemortgagetomaindepot.bpmn,p_1_gatherdata.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
347,545.7505,595.1251,1035917.273,1035983.8695,66.5965,0.164,Participant_0w0g384,p_1_gatherdata.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
348,568.8335,600.2222,1036025.5585,1036158.864,133.3055,0.2817,Participant_0w0g384,p_1_gatherdata.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
349,423.6606,601.0393,1036350.5075,1036508.81,158.3025,0.3104,Participant_0w0g384,p_1_gatherdata.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
350,818.7941,184.1762,1036608.798,1036758.781,149.983,0.1835,,p_1_gatherdata.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
351,438.625,520.9997,1036833.7925,1037108.741,274.9485,0.2381,p_1_1_fetchandvalidateonlinedata.bpmn,p_1_gatherdata.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
352,745.4545,103.4773,1037175.3995,1037358.7425,183.343,0.2705,option-answer-for-questionID_2_option_I don't know,p_1_gatherdata.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
353,741.7735,67.5184,1037375.3765,1037592.021,216.6445,0.3841,title-for-questionID_2,p_1_gatherdata.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
354,564.2884,83.9038,1037667.0265,1037900.3315,233.305,0.1729,answer_area_for_questionID_2,p_1_gatherdata.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
355,642.7407,67.4815,1037966.9965,1038191.9655,224.969,0.1709,title-for-questionID_2,p_1_gatherdata.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
356,705.8472,67.6806,1038216.948,1038366.9475,149.9995,0.1906,title-for-questionID_2,p_1_gatherdata.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
357,964.65,462.3497,1038450.2865,1038558.5815,108.295,0.1285,Collaboration_072ej3q,p_1_gatherdata.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
358,985.6269,500.6691,1038591.9635,1039125.247,533.2835,0.4642,p_1_2_movemortgagetomaindepot.bpmn,p_1_gatherdata.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
359,922.4195,486.1943,1039183.534,1039425.1575,241.6235,0.4107,Participant_0w0g384,p_1_gatherdata.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
360,969.1649,497.5664,1039441.828,1039866.7765,424.9485,0.4233,p_1_2_movemortgagetomaindepot.bpmn,p_1_gatherdata.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
361,848.1614,476.3438,1039950.1115,1040158.4385,208.327,0.255,Participant_0w0g384,p_1_gatherdata.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
362,402.6845,590.0188,1040450.0295,1040941.6615,491.632,0.4213,Participant_0w0g384,p_1_gatherdata.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
363,348.0052,544.4179,1040974.968,1042391.5215,1416.5535,0.4548,Participant_0w0g384,p_1_gatherdata.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
364,433.0287,606.6979,1042424.8225,1042666.444,241.6215,0.307,Gateway_12q4jkh_label,p_1_gatherdata.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
365,593.646,622.2767,1042791.469,1042924.7755,133.3065,0.4212,Activity_0mghglq,p_1_gatherdata.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
366,563.7974,619.0746,1042933.1155,1043091.418,158.3025,0.3076,Activity_0mghglq,p_1_gatherdata.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
367,402.9583,583.1548,1043124.7395,1044866.209,1741.4695,0.39,Participant_0w0g384,p_1_gatherdata.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
368,346.3052,570.6968,1044957.867,1045091.185,133.318,0.3073,Flow_1ksr8m9_label,p_1_gatherdata.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
369,422.674,614.632,1045141.179,1045441.129,299.95,0.3392,Gateway_12q4jkh_label,p_1_gatherdata.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
